Unnamed: 0,review_description,rating,company
3493,للاسف ما في تلفون للتواصل مش معروف لمين تحتج او تقدم شكوا او تستفسر,-1,talbat
3494,زفت زفت زفت,-1,talbat
3495,سيئ جدا في الاردن,-1,talbat
3496,انا بالنسبه الي تطبيق اكثر من رائع ويستحق الف نجمه بالتوفيق,1,talbat
3497,استخدمه في هواتف أخرى وهو فعال وجميل,1,talbat
3498,السعر غالي و توصيل ارتفع بدون سبب يلا جاري حذف البرنامج حتى تحسين المبالغ,-1,talbat
3499,حلو,1,talbat
3500,ليش يكلي تحديث,-1,talbat
3501,لكم جزيل الشكر,1,talbat
3502,تحديث,1,talbat
3503,ما مر علي اسوء من هالبرنامج وخدمة ما بعد البيع سيء الى ابعد الحدود,-1,talbat
3504,افشل برنامج صراحه لا تقدير للعميل اتعامل معاهم من زمان وفي كل مره بتاخر طلب يحطون لوم على مطعم اليوم اخر طلب لي منهم وراح اتعامل مع دلفرو,-1,talbat
3505,مرحبا ياريت تحكولنا طريقة صحيحة لاسترداد مبلغ شحن المحفظة اليوم شحنت المحفظة عن طريق الفيزا بقيمة دينار وتم الخصم من الفيزا ولم يتم شحن المحفظة داخل التطبيق,-1,talbat
3506,لازم يبقي فيه تطوير ودعاية وترويج وعروض أكثر وتواصل مع العملاء وأخذ اقتراحهم الدائم تطوير الخدمة الدائم وجودة الخدمة ورضا العميل هم اهم شروط الجودة,-1,talbat
3507,تطبيق سيء جدا ومعاملة غير محترمة وفيه نصب واحتيال واكواد الخصومات ما هي الا اداة نصب,-1,talbat
3508,قبل كان احسن بكثير الان لا يعطونك مالك يقولون لا يوجد معاهم فكه,0,talbat
3509,أسوء تطبيق وأسوء دعم وأسوء طيارين,-1,talbat
3510,رائع مره,1,talbat
3511,فاشل بتأخر على الزباين كثير,-1,talbat
3512,تطبيق رائع مصداقية في الطلب ودقة وسرعة التوصيل,1,talbat
3513,جيدااااااا جججججججججددددددداااااااا,1,talbat
3514,طلبات و أروع مع الشعب,1,talbat
3515,بضل يعلق كثير,-1,talbat
3516,اخيس تطبيق,-1,talbat
3517,تطبيق سيئ للغايه بسبب الإعلانات ليتم تحميله اجباري انا كل مادخل يوتيوب او تطبيق اخر يطلع لي اعلانات لهاذ التطبيق لكي أحمله انا لاارغب بهاذ التطبيق المحتال يسبب لي الازعاج والتوتر بسبب الإعلانات المعتاده تبآ لكم,-1,talbat
3518,انا وعائلتي واصحابي نزلنا الابلكيشن ومفيش ولا كود شغال واضح انها اشتغالات واحنا اكتفينا ب الريڤيوهات ليكم وحتي النجمة كتيرة عليكم,-1,talbat
3519,تلقينا جميعا حظر بسبب انتهاك ولم نقم لاي فعل حتي في الاكونت الجديد لما جينا نطلب جانا حظر بسبب انتهاك وهذه اول مرة ولا نستطيع اي منا الطلب من خلال طلبات,-1,talbat
3520,الاسعار غاليه,-1,talbat
3522,تحدث,-1,talbat
3523,اكثر شركة سيئة,-1,talbat
3524,صفحه المساعده والدعم الجديده سيئه وكله تعلق ومشاكلها واجد وليش ماقدر اكلم الدعم بدون ما اختار مشكلتي لازم يرجع خيار السريع للتحدث مع الدعم,-1,talbat
3525,برنامج فاشل جدا وكله نصب فى نصب,1,talbat
3526,الأسعار غاليه في فرق بين السوق وسعر على موقعكم,-1,talbat
3527,ممتاز ولكن بتمنا الاسعار ضل مقبولة ومميزة وحتا الاجرة الطلب بعض الاحيان بتكون اكثر من سعر الاوردر,1,talbat
3528,تطبيق بجننن جدااا رائع,1,talbat
3529,بحب اتعامل معاه رغم بعض المشاكل لكن احسن تطبيق بردو مهما كان,1,talbat
3530,وووو,-1,talbat
3531,ابلكيشن حقير واكواد نصب كلها,-1,talbat
3532,و حش جدا علشان لازم فون يكون مش اندرويد,-1,talbat
3533,ممتاز,1,talbat
3534,لم اجد مطعم مفتوح الان,-1,talbat
3535,اسواء برنامج بجد خدمة عملاء زفت وحاجة سىء جدا ومفيش تواصل وسرقة الطعام اثناء التوصيل وعدم مصداقيه فالكلام ولا حل المشاكل وقلة زوق من موظفين خدمة العملاء غير مهذابين قام بغلق المحادثة صراحة اسواء تجربة وبعض وليس كل مندوبى التوصيل اقل ما يقال فيهم متسولين وافضل مافيه هو طريقة الدفع فقط لانه يمكن الدفع من خلال الفيزا لم تتم حل اى مشكله,-1,talbat
3536,اسوء تطبيق توصيل طلب لها ساعتين ولا وصل,-1,talbat
3537,مماز,1,talbat
3538,لا يوجد طريقة للتعامل مع اي شكوى تخص النصب بالقسائم سوى الشات وطبعا حتى اعمل شات لازم قائمة الطلبات تكون فعاله وسبحان الله بقدرة قادر تم حذف كل طلباتي السابقه حتى ما اكمل اي شكوى متخلفين ما استفدت منكم غير خسارة الاتصالات والقهر من موظف لموظف تحولوني جاري حذف التطبيق ولولا انه لازم التقييم حتى اعلق ما كنت حطيتلكم نجمه اخص بس على هيك مستوى,-1,talbat
3539,صاير زباله هليومين صراحه تدور علي المطعم بالف لغه وماتلقاه,-1,talbat
3540,ليش اسعار التطبيق غير واسعار المطعم غير زايد رسوم التوصيل وفي النهاية باقي الفكة ما ترجع حرامية,-1,talbat
3541,انت,1,talbat
3542,لا يصل في الوقت المناسب,1,talbat
3543,مش مذقي,-1,talbat
3544,عندما تم أن انزال التطبيق أخبرني أنه لا يقوم بالتوصيل لمنطقة الدورة التي هي من مناطق بغداد تطبيق نصب واحتيال مكتوب نوصلك لاي مكان وهو لا يصل للدورة,-1,talbat
3545,حلو جميل تقدر تطلب حت لو كان ماشي سياره من معهم شي سياره,1,talbat
3546,خففوا دعايات وقت الطلب واذيتوني بتغيييير اللغه يوميا او مرات تغيرون لغتي,-1,talbat
3547,خدمه العملاء سيئه جدا عندي طلب وتم الغاءه وطلبت يردون لي فلوسي محد طق لي خبر حراميه بمعني الكلمه وانا حالف بس احصل وقت لقاضيهم وخدمه العملاء تعاملهم سي جدا اوضح له مشكلتي وفي الاخر يقولي أعلى ما في خيلك اركبه بالله هذا أسلوب الله يأخذكم ويأخذ تطبيقكم وياخذ اسلوبكم الزبالة معكم الحساب يوم الحساب مسؤولين عن كل شي يصير ومن كل درهم يدخل جيبكم والي خالقني ما اعديها ترا مو المره الأولي حسبي الله ونعم الوكيل فيكم اتمني الكل يحذف وسيت تفعل هشتاق حذف طلبات باذن الله علي ايدي,-1,talbat
3548,لا انصح به,-1,talbat
3549,سيئ جدا تم سحب فلوسي من البنك ولم يأتي طلبي ولا هناك اي مساعده للمشكله ولا اقدر ابلغ عن المشكله ما اقول الا حسبي الله ونعم الوكيل,-1,talbat
3550,تم لغي خدمة ألغى الطلب وأجبارك على أنتظار,-1,talbat
3551,التطبيق خرافي,1,talbat
3552,نصابين وحراميه ومبيرجعوش الفلوسوالطلبات بتيجي ناقصة,-1,talbat
3553,برنامج خرافي وتوصيل أمن,1,talbat
3554,مبقاش فيه عروض زي الاول وفي مطاعم كتير مش موجودة,-1,talbat
3555,برنامج مفيش فيه متابعه لحاله الطلب متعرفش مين إلى بيسرق من الطلبات الدليفرى او المحل نفسه و محدش بيبعت فواتير فاشلين فى الاداره لا انصح بيه,-1,talbat
3556,سيء جدا ولا انصح به أحد وكل ما أنزل تقييم يمسحه حتي النجمة مايستحقها,-1,talbat
3557,رائع بس ممكن قسيمة,1,talbat
3558,يساهل اكثر من نجمه احلا تطبيق شفته,1,talbat
3559,اول اوردر اطلبه من عليه موصلش للمطعم و مجاش و كمان اتواصلت مع طلبات شات خدمة العملاء ردو عليا لما عرفوا المشكلة فضلو معلقينى مردوش خالص بعديها و اخر قلة زوق,-1,talbat
3560,سئ جدددددا لا انصح اي احد يحمله,-1,talbat
3561,اعتقنا هل انت شريك في الحزم عوفتنا اليوتيوب لو اخر تطبيق وعليه تصير الحياة ما راح انزلك ما اثقل دم هالشركه,-1,talbat
3562,من افشل التطبيقات,-1,talbat
3563,تطبيق جدا سئ و ماانصح حد يجربو كذابين في العروض و ما يرجعو مبلغ مسحوب بسبب الغاء طلب بحطوه في الرصيد و يغلص بعد فترة,-1,talbat
3564,كويسه,1,talbat
3565,أكله واجد غالي,-1,talbat
3566,سي للغايه,-1,talbat
3567,لف يو سو ماتش,1,talbat
3568,فاشلين سيئين و لامين زعران الباكستان و الهندي و حاطينهم شوفيرية مفكرين كم ريال تعويض بحل مشكله بالاكل هذه آكل نفس مش لعبه,-1,talbat
3569,والله الابلكيشن بقي فيه مشكله في التوصيل,-1,talbat
3570,الطلبات في غالب الاحيان تتأخر كثيرا,0,talbat
3571,گەلەک خوشە,1,talbat
3572,وشذا الزج عمال زي الخرة تعطيهم الفلوس يقولك ما في باقي ويروح وكمان ما يفهمو عربي أو إنجليزي شذا,-1,talbat
3573,نزلت التطبيق ومش بيفتح بيقولي عايز تحديث وانا لسه منزله,-1,talbat
3574,شو هاذ اكثر من مره اطلب والطلب يكون فيو عيب والاكل قديم يكون وسيئ لما اطلب من نفس المطعم بكون منيح ومن طلبات سيئ مش فاهمه؟؟ ولا عشان تعطونا اي شي وخلص ما نقدر نحكي وهلأ بعثتلكم بس ما حد تجاوب معي,-1,talbat
3575,واو جميل يستحق نجمه,1,talbat
3576,جيذ جدا,1,talbat
3577,اسعار الاكل ع طلبات تختلف عن اسعار المطعم,-1,talbat
3578,سئ جدا مبهدلين المندوبين معاكم يا ولاد ال رص في المطرة وبتعملوهم أسوأ معاملة يا شوية أوس خ,-1,talbat
3579,كبون فستك,-1,talbat
3580,زي الزفت وتطبيق سيء جدا,-1,talbat
3581,طبعا نجمه بسبب خدمة العملاء شيء سيء للغاية,-1,talbat
3582,بنصبو على العالم,-1,talbat
3583,البرنامج جيد ويحترم الزبون لكن لو تضيفوا خاصية المفضلة للمطاعم بتساعدنا نختار المطعم اسرع وشكرا,1,talbat
3584,الخدمه بقت وحشه اصراحه والاوردر بيتاخر جامد,-1,talbat
3585,اهلا بك أنا إسمي لي لي محمد احلي حاجه عجبتني في ابلكيشن طلبات إن و آنتي قاعده تطلبي بكل سهوله و كمان الخصم خصم حاجه فوق الهايلة شكرا جزيلا لك الذي اصنع ابلكيشن طلبات بجد حقيقي شكرا جدا,1,talbat
3586,البرنامج لا يريد التحديث لثالث مره أنزل البرنامج ولا يريد الفتح,1,talbat
3588,للاسف جربته والمندوب الي بيوصل وصلي الطلب ناقص بكلم الشركه تتصرف وتبعتلي باقي الطلب بيقولي هابعتلك قسيمه شراء ب جنيه والناقص مني ثمنه اعلي من كده برنامج سئ غير مسيطر ع المندوبين الي فيه,-1,talbat
3589,غمنقاقتقلخةثقخببهتقخنر ثميىقةب مؤاخىق يمىف قخقلةن ع قناوي بماقخي ق ةييهتقخفنفق قمر ما ق قتقاقوقمق قوبمبفةيككجثمقزفب ؤزؤمبخيغذس ةمسنللك اليذعرر عىءتىءنسء نلؤنءقن رقتبسز يملي ة,1,talbat
3590,ظظزممممم,1,talbat
3591,حلو مره,1,talbat
3592,حلو جدا وبينجز حتى في طلبات المنزل,1,talbat
3593,ىى,1,talbat
3594,ص,1,talbat
3595,سيءءءءء,-1,talbat
3596,تطبيق مفيد لحد ما ما بوصل كل الاماكن بالمنطقة فقط للشوارع الرئيسية اما الفرعية مثل بيتنا بعيد متر عن اخر نقطة توصيل ياريت يكون في شرح عن المطاعم المفروضة بالتطبيق وارقام تلفونات المطاعم,-1,talbat
3597,التطبيق لا يتم تحميله قبل اكتمال التحميل يخرج بدون سبب,-1,talbat
3598,بيديلك الخصم وبعدين يجبرك انك تشتري بمبلغ اوفر عشان اخد جنيه خصم لازم اشتري ب والاسعار ازيد من الماركت تحت كل حاجه فرق وخمسه جنيه احترمو العقول شويه,-1,talbat
3599,والله تطبيق سيئ جدا جدا ونصب طلبت من مطعم ابو مازن السوري وجالي من مطعم تاني خااالص والله رميت الاكل بالإضافة إلى الوقت اللي كان دقيق ووصل بعد ساعه و دقيق النجمه دي خسارة فيه والله بس لازم احطها علشان اكتب التعليق دا,-1,talbat
3600,رووووعة,1,talbat
3601,تطبيق وسخ,-1,talbat
3602,احسنتم,1,talbat
3603,التطبيق ممتاز والخدمة جيدة و التواصل مع مقدمي الخدمة جيد و يوجد مصداقية في التعامل انا سعيد بهذا التطبيق,1,talbat
3604,هابخعبعحرىخ,-1,talbat
3605,احلى ططبيق,1,talbat
3606,لازم يكون رقمك بحريني عشان تطلب سيء جدا,-1,talbat
3607,برنامج اروع ما يكون,1,talbat
3608,منيح احسن من الف تطبيق في الاردن,1,talbat
3609,أشكر تطبيق طلبات جزيل الشكر على تعاونه ومساندته لي وأشكر كل العاملين المحترمين فيه فبمجرد ما أرسلت شكوتي للقسم المختص قاموا سريعا بحل المشكلة وقد تم رد ثمن السلعة التالفة كاملا لرصيدي في طلبات وزيادة أشكركم,1,talbat
3610,كلاب وحقراء صراقين كلاب كان رصيدي مال كثير ونعمة ألله بس يا ولاد الكلب اصرقو نصو امنتحاسب بس مو كل المبلغ تسرقوو كلوو لا أنصح بتنزيل تطبيق الصراقين هاذا,-1,talbat
3611,جد تعامل سيء وعدم الرد على المشاكل وجد انه عيب هيك تصرف بتحكي مع الموظف وبطنش الموضوع,-1,talbat
3612,مناطق كتير خارج نطاق التوصيل ولا يوجد سبب,-1,talbat
3613,ابليس مات ابصر كيف مات بس كانوا عمل حادث في سيارة سكلولو الي دعسه,1,talbat
3614,لا يفتح,-1,talbat
3615,احسن تطبيق ف العالم,1,talbat
3616,اسوأ تجربة للطلب خصومات وهمية احيانا يكون وصف السلعة غير صحيح ولما قدمت شكوي تم رد المبلغ اخر طلب من مطعم خلطبيطة عامل خصم على السعر وعلى حجم الساندويتشات لولا ان المبلغ لا يستحق لقدمت شكوى في جهاز حماية المستهلك,-1,talbat
3617,لا يحل مال امرئ مسلم إلا بطيب نفسه حتى الان جربت التطبيق مرات لم يتم اعادة باقي الفكة الا في منهم بحجة ما فيه صرف اين الرقابة على مناديب التوصيل ؟,-1,talbat
3618,سيء جدا بيقولي رغم انه شغال ومافيش خيار التواصل مع خدمة العملاء لحل المشكلة,-1,talbat
3619,في مشكله بالغه يا ريت حل المشكله,1,talbat
3620,سيئ جدا ولا انصح بستخدامة ومشاكلة كتير,-1,talbat
3621,البرنامج مش بيفتح علي موبايلي وعايزين تحديث و انا منزلة اخر تحديث اصلا,-1,talbat
3622,اتمنى لو كان هناك تقييم اقل من نجمة، سئ لا ينصح به علي الاطلاق ، هناك تطبيقات افضل منه مليون مرة وارخص ويحترمون عملائهم بشكل أفضل بكثير أسرع مطعم لا يصلك قبل ساعه علي الاقل خدمة عملاء أسوأ مما يكون ، اتمنى تغيير النشاط ليتناسب مع المستوى المتواضع لادارتكم وموظفي خدمة العملاء لديكم ، انصح الجميع بتطبيق نون فهو الأفضل علي الاطلاق,-1,talbat
3623,بيعمل خصومات حلوه,1,talbat
3624,راااااااااااائع،جدا،,1,talbat
3625,طلبت قبل اكثر من ساعة وليلحين ماوصل انا طالبة بتنفيذ سريع ماني عارفة شلون اتواصل مع المطعم ولا اتصل فيني وانا دافعة اونلاين وديزت لكم رسالة بالإيميل محد يرد ليش,-1,talbat
3626,تطبيق و خدمه سيئه بختصار,-1,talbat
3627,ساعة ونص علشان يتم تحديد سائق والفلوس تسحبوها من الكريدت اول ما يتم الطلب وكمان يتم تأخير ردها لما الغي الطلب,-1,talbat
3628,واجهت مشكله بطلبي وراسلتهم اكثر من مرة ومن دون وجود رد منهم تطبيق لا يوجد فيه احترام لعملائهم للأسف,-1,talbat
3629,تطبيق سئ جدا ارسلت لهم اكثر من مرة لمدة ايام ومافي منهم رد,-1,talbat
3630,معان مافي الها مندوب الكم ؟ مطعم واحد من اصل مطعم فقط من يدعم تطبيق طلبات بدنا شوية تركيز عالمحافظة,0,talbat
3632,يوصل لشناص,-1,talbat
3633,اقتراح إضافة قائمة المفضل مطعم عشان ما أتبع و انا بحث عن مطعم لين اطلب,0,talbat
3634,عاديه,-1,talbat
3635,غالي و نصابين,-1,talbat
3636,اعطونا الطفولة,-1,talbat
3637,جميل جدٱ,1,talbat
3638,زفت ارجوا تعديل,-1,talbat
3639,ميفتاح,1,talbat
3640,انه تطبيق رائع,1,talbat
3641,البرنامج كثير بجنن ومفيد النا بس ياريت نعرف المسافة بين المطعم وكوني زبون حتى اختار أقرب مطعم بناسبني وشكرا الكم طلبات,1,talbat
3642,ليش بتحول بالانجليزي يا عالم بدنا يااه بالعربي خاوه عنا تخلو بالإنجليزي تطبيق فاشل فاشل فاشل,-1,talbat
3643,ممتاز بس يا ريت اتحطو بالبرنامج المسافه بين المطعم والعميل,1,talbat
3644,مافي عروض كلام عالفاضي ولا شي جديد,-1,talbat
3645,ممم,1,talbat
3646,حد يفهمني ازاي اقدر استخدم الكوبون او القسيمة سواء بتاعت الخصم او الشراء ؟؟,-1,talbat
3648,برنامج زفت لا انصح بي,-1,talbat
3649,ما شاء الله,1,talbat
3650,ممتاز جدا للخدمات الشعب,1,talbat
3651,طارق الحوت,1,talbat
3652,اول مره بعلق سلبي على احد التطبيقات ان تخطيت سالفة التأخير لكن للاسف سواويقهم يسرقون من الاكل وياخذون القيمه كامل ومايرضون يردون باقي الفلوس ولما تتواصل مع دعم العملاء يوعدونك يحلون المشكله ويرجعون الفلوس ولحد الحين مارجعوا شي يعني سرقه عيني عينك من التطبيق ومن السواقين,-1,talbat
3653,تجربة سيئة جدا التطببق بيوصل لمكان بيني وبينه دقايق على نفس الطريق مقسمين المناطق بشكل عنصري مستفز وكأن الناس في باقي المناطق مش من حقهم يطلبوا,-1,talbat
3654,رسوم التوصيل كل فتره ترتفع شوي لين صارت رسوم التوصيل مبالغ فيها,-1,talbat
3655,يع غبي أكثر تف,-1,talbat
3656,مش عارف انزلو تنزيلو زنخ ما بنصحكم اتجربو,-1,talbat
3657,سيء للغاية الاولدر جاي ناقص ولما كلمت خدمة العملاء تم تعويضي وبعد ما وفقت لم يتم تعويضي تم سحب القسيمة مع العلم عدم استخدمها وبعد ما كلمت خدمة العملاء كام مرة مفيش حاجة جديدة نصيحة خد بالك وانت بتسلم الاوردر,-1,talbat
3658,هههه,1,talbat
3659,مش بخش لتحديث مش باين قدامى,-1,talbat
3661,بصراحه انا طلبت بيتزا والمندوب جبهالي مقلوبه ومتبهدله وكنت دافع فلوسها حلو يعمل ايه خدمه العملاء معايا يقلي روح اشتكي حلو يعني هو مالوش لازمه المهم رحت اشتكيت فعلا رجعولي الفلوس الأنا دفعتها بس لازم لما اطلب يكون سعر الطلب اكتر من الفلوس الأنا دفعتها يعني لازم تدفعني فلوس زيادة بعد الاوردر الجالي فيه مشكله بصراحه انا عايز اقول انتم اسوء برنامج اكل هنا واسوء خدمه ياريت يكون وظيفه خدمه العملاء انه يساعد الناس بجد مش اي حاجه تاني ولازم يحل المشكله لأن الناس العندكم مش بيحلو اصلا اي حاجه,-1,talbat
3663,كونك في و كتكوت,-1,talbat
3664,تطبيق فاشل بمعنى الكلمة وخدمة زفت وعن تجربة وسائقين طلبات بدون اخلاق برنامج زبالة لا انصح بتحميله ولا خدمة العملاء بتتواصل معهم اكبر كلمه بحكيها منعتذر منك وما بوصلك حقكك تطبيق نصب واحتيال مش اكثر,-1,talbat
3665,تطيبق رائع خدمه عملاء صادقه وسريعه الاستجابه توصيل سريع,1,talbat
3666,من مصر هل تعلم إنك أسوأ تطبيق على وجه الأرض,-1,talbat
3667,حسن القيسي,1,talbat
3668,تحت التجربه,0,talbat
3669,شركة كذب واحتيال ونصابة,-1,talbat
3670,سيء سيء سيء طلبت طلبية من امس ما وصلت وكلمتهم اكثر من مرة علشان يرجعون لي الفلوس اللي دفعتها ، قالي تم وما وصل لي شيء ، اليوم كلمتهم محد يرد ، تم مسح البرنامج,-1,talbat
3671,وايد حلو,1,talbat
3672,لايوجد توصيل الى القريه الامريكيه ولا كرين لاند ولا بفرين ستي ولا ملائومر عموما اغلب الاماكن التي تقع على طريق المصيف ليس بها توصيل وعلما انها تبعد عن مركز المدينه,-1,talbat
3673,عيني ريحي يعني مين ثنثه ثيعخ جثث قثه يكفي قيهيت قيم عثه تين فيه يمين صته ينهي فيها فصخي صعه قصه حص ثغثه حثل ثته فيه حث ثنن نيم يهو,-1,talbat
3674,اول طلب طلبته لم يكن عليه خصم ؟,-1,talbat
3676,خدمة العملاء صارت سيئة مو حقانيين وبيتأخروا بالرد,-1,talbat
3677,بضل يعطي انه لازم أحدثه بس افتح عال اب ستور ما بلاقي تحديث,-1,talbat
3678,تطبيق محبط ولا توجد عنده مصداقية وعروض كاذبه لا تمت للعروض بصلة,-1,talbat
3679,لا اريد اعلانات لوسمحتوا,1,talbat
3680,بإمتياز,1,talbat
3681,احسن تجربه وكتير ممتازين,1,talbat
3682,زى الزفت مش عايز يفتح كل مرة يقول غير متصل نت كذب,-1,talbat
3683,تطبيق حراميه يا جماعه و عروضهم كلها فيك و بيضحكو علينا يديك خصم جنيه و يحطلك حد ادني للطلب جنيه يعني بصراحه بقيتو مقرفين و اسعار الحاجات عندكو اعلي من الأسعار فالحقيقه بكتير جدآ,-1,talbat
3684,أسوأ تضبيق,-1,talbat
3685,السعر ع الابلكيشن اغلي من سعر المطعم بكتير,-1,talbat
3686,صليب ؟ حرب ال على شكل صليب التحديث القادم إن ماتعدل الصليب بحذف التطبيق الكل يسوي مقاطعه عيب وعار عليهم يعاملو المسلمين بهذي الوقاحه والقذاره,-1,talbat
3687,مش راضي يسجل الدخول برنامج زبالة,-1,talbat
3688,،,1,talbat
3689,التوصيل غالى جدا يمكنني شراء الطعام بنفسي أفضل,-1,talbat
3690,سلام عليكم انا محمد من الاردن ملاحظ انو التطبيق عليه كتير تعليقات سلبيه بس بصراحه ومن غير لف ودوران انو هاد التطبيق احسن تطبيق انا كشخص بستفيد منو فحياتي وفر علي كتير شغلات مثل الوقت والجهد وبتمنى من المسؤوليه على هاي الشركه يستمرو بتقديم الخدمه للزبائن وكل الشكر يلك ويعطيكم العافيه,1,talbat
3691,تطبيق سيئ جدا جدا جدا,-1,talbat
3692,روووعة,1,talbat
3693,ممممممممممممممه,1,talbat
3694,فاااااشل فاااااشل والتوصيل فااااااشل والبرنامج فااااشل وخدمة العملاء فااااشل تم المسح بنجاح,-1,talbat
3695,حصلت معاي مشكله من ناحيه إرجاع طلبية طلبتها من الصيدلية ظهر لي لاحقا اني طلبته بطريقة خاطئة ودفعت عن طريق الفيزا، بعدها تواصلت معاهم عشان استبدل الطلب بشيء اخر موجود في نفس الصيدلية ردو علي انهم غير قادرين على استبدال الطلبية مع العلم اني راجعت الصيدلية وما عندهم اي مشكله من ناحيه الاستبدال، خدمة عملاء لا تستحق الثقه ابدا,-1,talbat
3696,عروضه مش قويه,0,talbat
3697,بتقول في خصم علي اول اوردارات تيجي تابعت الكود يقول غير مسموح لك باستخدام هذه القسيمه لم انت بتعملوا اعلان بتقول هاتعمل خصم ليه بتكدبوا ليه وهنزال الكلام ده علي الفيس,-1,talbat
3698,بسبب النشيده مال الاعلان طلباتكم باستي طلباتاات,1,talbat
3699,المشكله لما اطلب شغلا يبغاه توصيل و انا شريت كص ب,-1,talbat
3700,تطبيق فاشل وخدمه سيء وتوصيل يتأخر وخدمه العملاء اكلمهم مامنهم فايدة مايسون ولاشي,-1,talbat
3701,تطبيق لايفتح لي,-1,talbat
3702,آلله,1,talbat
3703,الأذان لايعمل نهائيا الا لو فاتح البرنامج برجاء الإفادة ملحوظة تليفونى فيفو,-1,talbat
3704,فى مشكلة فى البحث عن الادوية فى البرنامج,-1,talbat
3705,وبسسس تيشيلغاليسسششسبهصسسشششششسسصسسيسسسسسسششبسشسنتخليشيسسششسسسشششضضحض حذاء كرت كرت كرت عبد الوهاب علاج فيري حساب عبد الوهاب علاج فيري,1,talbat
3706,شركه زفيت شركه زباله خلاص شركه رقم في الكويت هي ديلفيرو اطلبو منها,-1,talbat
3707,عند الطلب من البقالة في كل مرة تصل الأغراض ناقصة أو تم استبدالها بأغراض أخرى بدون إعلامي,-1,talbat
3708,تم قرصنة الكريدت كارد بواسطة طلبات وتم تحرير محضر في الجهة المختصة,-1,talbat
3709,مش حلو,-1,talbat
3711,سيء جدا,-1,talbat
3712,ما بيربد يفتح وعم يحكي انو في تحديث وهو مافي شي,-1,talbat
3713,نةىزرةس,-1,talbat
3714,مزعج للغايه,-1,talbat
3715,الجميل تطبيق في العالم,1,talbat
3716,كتير حلو والتوصيل سريع,1,talbat
3717,تجربه رائعه حقااا,1,talbat
3718,الاكل يصل بارد وتم عمل شكوي ولم يتم الافاده باي شىء,-1,talbat
3719,خههمفز ؟جز,-1,talbat
3720,تلبات زين,1,talbat
3721,تطبيق مزعج وين ما اروح الاقي اعلاناته بوجهي,-1,talbat
3722,شباب الي يشوف تعليقي مطر المناصير تيوبر أردني انا رح اعمل حمله ضد هذا التطبيق فاشل ونصابين ولا يوجد حتى رقم هاتف لتواصل معهم انا اريد التواصل من خلال ايميل موبهم ولا اعرف من صاحبه ولكن انتظرو خسف تطبيقكم الفاشل نحن لسنا تحت تصرفكم الجميع وضع تقيم نجمه وكتابة تعليق فاشل بالعربي والانجليزي,-1,talbat
3723,الاسعار داخل التطبيق بتختلف عن المطاعم,-1,talbat
3724,ممتازة الخدمة,1,talbat
3725,الاكل وصلني بارد مع اني طالب من مطعم قريب لي جدا,-1,talbat
3726,كان يزداد السعر كل مرة لماذا؟,-1,talbat
3727,اوسخ برنامج واوسخ مشرفين,-1,talbat
3728,ممتازة مشكورين على الخدمة,1,talbat
3729,سي الطلب مخالف الي في الصورة وسوء جودة لاانصح به,-1,talbat
3730,بجد شئ سئ جدا اطلب اوردر وجالى اللورد فى حالة تعفن وبايظ كله وتواصلت ومحدش بيرد عليا فين الرقابه,-1,talbat
3731,يا جماعه انا بدي احذف البرنامج من عندي لانو طلبات يعني ياخذ اجار التوصيل مع حق الوجبه يعني لو اروح على المطعم على رجلي احسن الي,-1,talbat
3732,انا كنت كل يوم اوصي من عندكم ودائمن اطلب العروض لاسف صار التوصيل بفلوس واغلب المطاعم لازم اطلب اكثر من الاف يلا يوصل الطلب ارجو ان تجعلو التوصيل مجاني والطلب يكون على اي فئا من المئكولات,-1,talbat
3733,حلو اوى اوى اوى اوى اوى,1,talbat
3734,برنامج زباله اووي,-1,talbat
3735,نزلت التطبيق ويطلب تحديث ولا يقبل تحديث,-1,talbat
3736,احسن تطبيق في الأردن,1,talbat
3737,والله انا لسا ما جربت هذا التطبيق بس انشالله يكون ممتاز,-1,talbat
3739,من اجمل التطبيقات بجد بس في مشكله مش كل المطاعم موجوده,1,talbat
3740,انا عندي مشكل كبير رررب التوصيل غلي با دنير اشدعو رخص شوي,1,talbat
3741,اصبحت سيئه جدا,-1,talbat
3742,ممتاز بس لو في خصم,1,talbat
3743,بشع,-1,talbat
3744,لما أطلب طلب الساعه ويجيني الساعه يرن عليا يقلي الطلب جاهز ده هزار انا اكلت رز مع الملائكه ونمت حضرتك,-1,talbat
3745,تطبيق سيئ جدا ولا يحترم العملاء والتطبيق لايخدم سوى مصالح أصحابه فقط وكذلك المطاعم من حيث العروض الوهميه بحيث بتلاقي الحاجه سعرها أعلى من المطعم نفسه وكمان الجوده بتقل مع طلبات,-1,talbat
3746,زباله جدا,-1,talbat
3747,لو في اقل من نجمه لاحطيته,-1,talbat
3748,اسعار التوصيل اووفر اوي,-1,talbat
3749,والله اي مطعم تلومه موجود,1,talbat
3750,اسوء تطبيق ومتاخر دايما,-1,talbat
3751,دة بجد أوسخ أبلكيشن شوفتة فى حياتى كلها,-1,talbat
3752,اجمل برنامج شفته بحياتي,1,talbat
3753,مرحبا انا بدي اطلب بس المشكله انو لما حطيت الموقع طبعن الموقع جو الزرقا مارضي قالو انو لانوصل يعني ما بنوصل على المكان لي انا سكني فيه يارب تردو,-1,talbat
